book_id,isbn,title,authors,publisher,published_year,genre,description,cover_image_url
B00332,9781711755717,The blue castle,Lucy Maud Montgomery,Lucy Maud Montgomery,2024,Romance; Children; Fiction; History; Psychology,"Valancy Stirling is 29, unmarried, and has never been in love. Living with her overbearing mother and meddlesome aunt, she finds her only consolation in the ""forbidden"" books of John Foster and her daydreams of the Blue Castle--a place where all her dreams come true and she can be who she truly wants to be. After getting shocking news from the doctor, she rebels against her family and discovers a surprising new world, full of love and adventures far beyond her most secret dreams.",https://covers.openlibrary.org/b/id/14640067-L.jpg
B00669,9781419300745,Point Blanc,Anthony Horowitz,"Recorded Books, Inc.",2021,Thriller; Young Adult; Fiction,"Investigations into the ""accidental"" deaths of two of the world's most powerful men have revealed just one link: both had a son attending Point Blanc Academy - an exclusive school for rebellious rich kids, run by the sinister Dr Grief and set high on an isolated mountain peak in the French Alps. Armed only with a false ID and a new collection of brilliantly disguised gadgets, Alex must infiltrate the academy as a pupil and establish the truth about what is really happening there.",https://covers.openlibrary.org/b/id/259930-L.jpg
B00661,9798366465052,Alice's Adventures in Wonderland,Lewis Carroll,Lewis Carroll,2023,Fantasy; Children; Fiction; Travel,"Alice's Adventures in Wonderland (commonly Alice in Wonderland) is an 1865 English children's novel by Lewis Carroll. A young girl named Alice falls through a rabbit hole into a fantasy world of anthropomorphic creatures. It is seen as an example of the literary nonsense genre.One of the best-known works of Victorian literature, its narrative, structure, characters and imagery have had huge influence on popular culture and literature, especially in the fantasy genre.",https://covers.openlibrary.org/b/id/10527843-L.jpg
B00444,9781476717753,The troop,Nick Cutter,Unknown Publisher,2023,Horror; Thriller; Fiction,"Once every year, Scoutmaster Tim Riggs leads a troop of boys into the Canadian wilderness for a weekend camping trip. This year, something is waiting in the darkness. Something wicked.... An intruder stumbles upon their campsite like a wild animal. He is shockingly thin, disturbingly pale, and voraciously hungry. Within his body is a bioengineered nightmare, a horror that spreads faster than fear. One by one, the boys will do things no person could ever imagine....",https://covers.openlibrary.org/b/id/10327329-L.jpg
B00666,9780340330173,Five Go Adventuring Again,Enid Blyton,Hodder and Stoughton,2022,Mystery; Children; Fiction,"There's a thief at Kirrin Cottage! The Famous Five think they know who it is, but they need to prove it! Where can they find evidence? The discovery of an old map and very unusual hiding place is all they need to get to the bottom of this mystery and uncover the true culprit!----------reviews some readers have left:Quite interesting but a bit short......love famous five?,this is a good oneIt is nice but a bit boring if u have already read the normal book you know?",https://covers.openlibrary.org/b/id/14601324-L.jpg
B00115,9782702478417,Death on the Nile,Agatha Christie,Ed. du Masque,2025,Mystery; Romance; Historical Fiction; Fiction,"The tranquillity of a cruise along the Nile was shattered by the discovery that Linnet Ridgeway ( Linnet Doyle) had been shot through the head. She was young, stylish, rich and beautiful. A girl who had everything... until she lost her life.Hercule Poirot recalled an earlier outburst by a fellow passenger: 'I'd like to put my dear little pistol against her head and just press the trigger.' Yet in this exotic setting nothing was ever quite what it seemed...",https://covers.openlibrary.org/b/id/14066646-L.jpg
B00383,9798595259163,Nonsense novels,Stephen Leacock; Stephen Leacock; . Stephen,Stephen Leacock; Stephen Leacock; . Stephen,2022,Fiction,"""The author of this book offers it to the public without apology,"" Leacock boldly asserts in the Preface before launching into a slew of riotous stories. In this book you'll find:Maddened by Mystery: or, The Defective Detective""Q."" A Psychic Pstory of the PsupernaturalGuido the Gimlet of Ghent: A Romance of ChivalrySorrows of a Super Soul: or, The Memoirs of Marie MushenoughAn amusing assortment of satire, Nonsense Novels was first published in 1911.",https://covers.openlibrary.org/b/id/5895405-L.jpg
B00673,9780606248297,Stormbreaker,Anthony Horowitz,Turtleback Books Distributed by Demco Media,2021,Horror; Young Adult; Children; Fiction,"They told him his uncle died in a car accident. Fourteen-year-old Alex knows that's a lie, and the bullet holes in his uncle's windshield confirm his suspicions. But nothing prepares him for the news that the uncle he always thought he knew was really a spy for MI6-Britain's top secret intelligence agency. Recruited to find his uncle's killers and complete his final mission, Alex suddenly finds himself caught in a deadly game of cat and mouse.",https://covers.openlibrary.org/b/id/5081706-L.jpg
B00783,9781091172982,L' aiguille creuse,Maurice Leblanc,Maurice Leblanc,2022,Mystery; Romance; Fiction,"A bizarre crime happens in castle Ambrumésy in France. Thieves break into the parlour, kill a man, steal something but nothing did disappear. One of the men is trapped in the garden with no possibility to escape but can't be found, even after days of research. The investigating judge and the police are perplexed when they get unfortunate help from a grammar school pupil.A book featuring the well known gentleman-like burgler Arsène Lupin.",https://covers.openlibrary.org/b/id/1755692-L.jpg
B00710,9781099691072,Huntingtower,John Buchan,John Buchan,2023,Fiction,"Dickson MCunn, a recently retired prosperous Scots grocer decides on a walking tour in SW Scotland as a suitable beginning to his retirement activities. To his surprise, he stumbles into a sinister plot involving kidnapping, crown jewels, and terrorism.To his surprise (and deep satisfaction) our 56 year old hero acquits himself very well, in the process proving that the Geritol crowd can and do have remarkable and heroic adventures!",https://covers.openlibrary.org/b/id/1979431-L.jpg
B00602,9781985846401,My literary passions,William Dean Howells,CreateSpace Independent Publishing Platform,2023,Fiction; History,"To give an account of one's reading is in some sort to give an account of one's life; and I hope that I shall not offend those who follow me in these papers, if I cannot help speaking of myself in speaking of the authors I must call my masters: my masters not because they taught me this or that directly, but because I had such delight in them that I could not fail to teach myself from them whatever I was capable of learning.",https://covers.openlibrary.org/b/id/14828246-L.jpg
B00339,9780307290847,The Scarlet Letter,Nathaniel Hawthorne,Premier Classics,2025,Children; Fiction; History,"A stark and allegorical tale of adultery, guilt, and social repression in Puritan New England, The Scarlet Letter is a foundational work of American literature. Nathaniel Hawthorne's exploration of the dichotomy between the public and private self, internal passion and external convention, gives us the unforgettable Hester Prynne, who discovers strength in the face of ostracism and emerges as a heroine ahead of her time.",https://covers.openlibrary.org/b/id/5654516-L.jpg
B00715,9781720887348,Allan's Wife,H. Rider Haggard; H. Rider Haggard,CreateSpace Independent Publishing Platform,2025,Fiction,"It was your native name which I borrowed at the christening of that Allen who has become as well known to me as any other friend I have. It is therefore fitting that I should dedicate to you this, his last tale the story of his wife, and the history of some further adventures which befell him. They will remind you of many an African yarn that with the baboons may recall an experience of your own which I did not share.",https://covers.openlibrary.org/b/id/7005545-L.jpg
B00759,9781694082657,The Story of Doctor Dolittle,Hugh Lofting,Hugh Lofting,2022,Fantasy; Children; Fiction,"There are some of us now reaching middle age who discover themselves to be lamenting the past in one respect if in none other, that there are no books written now for children comparable with those of thirty years ago. I say written FOR children because the new psychological business of writing ABOUT them as though they were small pills or hatched in some especially scientific method is extremely popular today.",https://covers.openlibrary.org/b/id/5262289-L.jpg
B00095,9780008584580,Annie Bot,Sierra Greer,HarperCollins Publishers Limited,2025,Science Fiction; Fiction; Science,"Annie is the perfect girlfriend. She has dinner ready for Doug every night, wears the outfits he buys for her, and caters to his every sexual whim. Maybe her cleaning isn't always good enough, but she's trying really hard.She was designed that way, after all.Because Annie is a robot. But what happens when she starts to rebel against her stifled existence and imagine the impossible - a life without Doug?",https://covers.openlibrary.org/b/id/14597306-L.jpg
B00388,9781428160859,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,Recorded Books,2023,Fantasy; Fiction; Economics,"For years, Charlaine Harris has delighted fans with her mystery series featuring small-town waitress-turned-paranormal sleuth Sookie Stackhouse. Now, we are pleased to offer her first novel in the series in a special hardcover edition. And with HBO launching an all-new show, True Blood, based on the Southern Vampire novels, the demand for Charlaine Harris and Sookie Stackhouse will be bigger than ever.",https://covers.openlibrary.org/b/id/6399102-L.jpg
B00087,9780449236727,Nightfall and Other Stories,Isaac Asimov,Fawcett,2021,Science Fiction; Fiction; Science,"What Is This Thing Called Love?StrikebreakerSallyNightfallSegregationistEyes Do More Than SeeGreen PatchesHostessBreeds There a Man ... ?FliesThe Up-to-Date SorcererUnto the Fourth GenerationThe Machine That Won the WarMy Son, the Physicist!It's Such a Beautiful DayInsert Knob A in Hole B""In a Good Cause-""What If-The C-ChuteBiographical Comments in ""Nightfall and Other Stories""""Nobody Here But-""",https://covers.openlibrary.org/b/id/10613296-L.jpg
B00335,9781410486134,Americanah,Chimamanda Ngozi Adichie,Thorndike Press,2023,Romance; Literary Fiction; Fiction,"Americanah is a 2013 novel by the Nigerian author Chimamanda Ngozi Adichie, for which Adichie won the 2013 U.S. National Book Critics Circle Award for fiction. Americanah tells the story of a young Nigerian woman, Ifemelu, who immigrates to the United States to attend university. The novel traces Ifemelu's life in both countries, threaded by her love story with high school classmate Obinze.",https://covers.openlibrary.org/b/id/8474037-L.jpg
B00695,9781534480483,Dork Diaries 15,Rachel Renée Russell,Simon & Schuster Children’s Publishing,2023,Children; Fiction; Travel,"Nikki Maxwell deals with the trials and triumphs of middle school in this fifteenth installment of the #1 New York Times bestselling Dork Diaries series!Ooh la la! Nikki Maxwell and her band are on their way to Paris, but they run into some roadblocks on the way… And Nikki's French skills may not be as reliable as she hoped! Can she get them moving again in time to reach their destination?",https://covers.openlibrary.org/b/id/10207307-L.jpg
B00657,9781399619714,The Lamb,Lucy Rose,"Orion Publishing Group, Limited",2025,Horror; Fiction,"Young Margot lives in the woods with Mama. Margot only knows what Mama's taught her, and sometimes, Mama's cannibalistic urges get the better of her. Together, they take in lost hikers - ""strays"" as Mama calls them - and make meals of them. But one day, a beautiful, disrupting, and maybe just as dangerous woman enters their hideaway, giving way to what could be another fatal shift.",https://covers.openlibrary.org/b/id/15106154-L.jpg
B00473,9798481877518,The Jewel of Seven Stars,Bram Stoker,Bram Stoker,2022,Horror; Thriller; Fiction; History,"This dark fantasy Bram Stoker book is full of suspense. Set in ancient Egypt, it will keep you on the edge of your seat with a twist Please Note: This book is easy to read in true text, not scanned images that can sometimes be difficult to decipher. This eBook has bookmarks at chapter headings and is printable up to two full copies per year.at the end. A must for Bram Stoker fans.",https://covers.openlibrary.org/b/id/2760301-L.jpg
B00014,9781736716809,"Meanwhile, Elsewhere",Cat Fitzpatrick; Casey Plett,LittlePuss Press,2024,Science Fiction; Fiction; Science,The #1 post-reality generation device approved for home use! This manual will prepare you to travel from multiverse to multiverse. No experience is required. Choose from twenty-five preset post-realities! Rejoice at obstacles unquestionably bested and conflicts efficiently resolved. Bring denouement to your drama with THE FOOLPROOF AUGMENTATION DEVICE FOR OUR CONTEMPORARY UTOPIA.,https://covers.openlibrary.org/b/id/8541075-L.jpg
B00674,9798464079458,She,H. Rider Haggard,H. Rider Haggard,2024,Fiction,"An enduring adventure yarn set in pre colonial Africa, culminating in the discovery of a lost civilization ruled by a beautiful eternally youthful queen. ""She is generally considered to be one of the classics of imaginative literature and with 83 million copies sold by 1965, it is one of the best-selling books of all time."" See more at: http://en.wikipedia.org/wiki/She_(novel)",https://covers.openlibrary.org/b/id/295537-L.jpg
B00740,9798738396830,The Case-Book of Sherlock Holmes,Arthur Conan Doyle,Arthur Conan Doyle,2023,Mystery; Children; Fiction,The Illustrious ClientThe Blanched SoldierThe Adventure Of The Mazarin StoneThe Adventure of the Three GablesThe Adventure of the Sussex VampireThe Adventure of the Three GarridebsThe Problem of Thor BridgeThe Adventure of the Creeping ManThe Adventure of the Lion's ManeThe Adventure of the Veiled LodgerThe Adventure of Shoscombe Old PlaceThe Adventure of the Retired Colourman,https://covers.openlibrary.org/b/id/8350410-L.jpg
B00352,9789500702546,La Peste,Albert Camus,"Sudamericana, Editorial Sudmericana",2022,Fiction; Philosophy; Medicine,"The Plague (French: La Peste) is a novel by Albert Camus, published in 1947, that tells the story of a plague sweeping the French Algerian city of Oran. It asks a number of questions relating to the nature of destiny and the human condition. The characters in the book, ranging from doctors to vacationers to fugitives, all help to show the effects the plague has on a populace.",https://covers.openlibrary.org/b/id/13151272-L.jpg
B00679,9780060798086,The Adventure of the Christmas Pudding,Agatha Christie,HarperCollins Publishers,2022,Mystery; Fiction,"First came a sinister warning to Poirot not to eat any plum pudding...then the discovery of a corpse in a chest...next, an overheard quarrel that led to murder...the strange case of the dead man who altered his eating habits...and the puzzle of the victim who dreamt his own suicide. What links these five baffling cases? The little grey cells of Monsieur Hercule Poirot!",https://covers.openlibrary.org/b/id/12855353-L.jpg
B00694,9781405089661,The Mountain of Adventure,Enid Blyton,Macmillan Children's Books,2021,Adventure; Children; Fiction,"A peaceful vacation in the Welsh mountains seems sure to keep the children out of trouble, but the mystery of a rumbling mountain soon has them thirsty for more adventure.Philip, Dinah, Lucy-Ann, and Jack are determined to explore the mountain and uncover its secret, but first they must escape from a pack of ravenous wolves and a mad genius who plans to rule the world!",https://covers.openlibrary.org/b/id/14605251-L.jpg
B00655,9798781976188,Lady Chatterley's Lover,D. H. Lawrence,D. H. Lawrence,2022,Fiction; Psychology,"Ours is essentially a tragic age, so we refuse to take it tragically. The cataclysm has happened, we are among the ruins, we start to build up new little habitats, to have new little hopes. It is rather hard work: there is now no smooth road into the future: but we go round, or scramble over the obstacles. We've got to live, no matter how many skies have fallen.",https://covers.openlibrary.org/b/id/12983362-L.jpg
B00373,9780848821463,Green Mansions,W. H. Hudson; William Henry Hudson; William Henry Hudson,Amereon Ltd,2021,Fiction,"A failed revolutionary attempt drives the hero of Hudson's novel to seek refuge in the primeval forests of south-western Venezuela. There, in the ""green mansions"" of the title, Abel encounters the wood-nymph Rima, the last survivor of a mysterious aboriginal race. The love that flowers between them is soon overshadowed by cruelty and sorrow. - Back cover.",https://covers.openlibrary.org/b/id/4969847-L.jpg
B00699,9780140367003,The Adventures of Robin Hood,Roger Lancelyn Green,Penguin Group,2023,Children; Fiction; History,"The classic story of social justice and outrageous cunning. Robin Hood, champion of the poor and oppressed, stands against the cruel power of Prince John and the brutal Sheriff of Nottingham. Taking refuge in the vast Sherwood Forest with his band of men, he remains determined to outwit his enemies. Brilliantly introduced by bestselling author John Boyne.",https://covers.openlibrary.org/b/id/418176-L.jpg
B00403,9783458141068,Wuthering Heights,Emily Brontë,Insel,2025,Children; Fiction,"Wuthering Heights is an 1847 novel by Emily Brontë, initially published under the pseudonym Ellis Bell. It concerns two families of the landed gentry living on the West Yorkshire moors, the Earnshaws and the Lintons, and their turbulent relationships with Earnshaw's adopted son, Heathcliff. The novel was influenced by Romanticism and Gothic fiction.",https://covers.openlibrary.org/b/id/12818862-L.jpg
B00462,9781987710489,The Great God Pan,Arthur Machen,CreateSpace Independent Publishing Platform,2023,Horror; Fiction; Art,"Arthur Machen's first book, THE GREAT GOD PAN, published in 1894, is still one of the greatest works of weird horror and decadence ever produced. Arthur Machen with his taste for the bizarre and macabre, unfurls the tale of a young girl cursed by her unnatural parentage to become a creature of shape-shifting, poly-sexual, demi-human evil.",https://covers.openlibrary.org/b/id/921610-L.jpg
B00686,9798761659353,El Dorado,Emma Orczy,Emma Orczy,2022,Historical Fiction; Adventure; Fiction; History,"Baroness Orczy's classic adventure novel El Dorado is the sequel to The Scarlet Pimpernel and was first published in 1913. Set in 1794's Paris - which ""despite the horrors that had stained her walls - has remained a city of pleasure, and the knife of the guillotine did scarce descend more often than did the drop-scenes on the stage.""",https://covers.openlibrary.org/b/id/2890729-L.jpg
B00318,9789603649823,The Song of Achilles,Madeline Miller,Διόπτρα,2024,Fantasy; Historical Fiction; Fiction; History,This is the story of the seige of Troy from the perspective of Achilles best-friend Patroclus. Although Patroclus is outcast from his home for disappointing his father he manages to be the only mortal who can keep up with the half-God Archilles. Even though many will know the facts behind the story the telling is fresh and engaging.,https://covers.openlibrary.org/b/id/7098465-L.jpg
B00751,9780689703232,Five Go to Smuggler's Top,Enid Blyton,Atheneum,2022,Mystery; Children; Fiction,"The Five find adventure, when they spend Easter vacation at Mr. Lenoir's sinister house Smuggler's Top. Set high above an eerie marsh, the house is honeycombed with hidden staircases and tunnels that once served as a hideaway for smugglers. When strange lights begin to appear, the Five suspect that the tunnels are once more in use.",https://covers.openlibrary.org/b/id/14599541-L.jpg
B00671,9781447262770,The Island of Adventure,Enid Blyton,Macmillan Children's Books,2021,Children; Fiction,"For Philip, Dinah, Lucy-Ann, Jack and Kiki the parrot, the summer holidays in Cornwall are everything they'd hoped for. Until they begin to realize that something very sinister is taking place on the mysterious Isle of Gloom - where a dangerous adventure awaits them in the abandoned copper mines and secret tunnels beneath the sea.",https://covers.openlibrary.org/b/id/14596605-L.jpg
B00376,9781530923977,Jack Sheppard (1839),William Harrison Ainsworth; George Cruikshank; William Ainsworth,CreateSpace Independent Publishing Platform,2023,Horror; Mystery; Romance; Fiction,"A master of drinking, whoring, theft and escape! While Jack Sheppard seems marked from birth for a terrible end, his wit and charm might just be able to cheat fate. Fate, however, seems eager to cheat him out of an honest living, when Jack begins visiting the notorious Black Lion, drinking den of the worst criminals in London.",https://covers.openlibrary.org/b/id/1866167-L.jpg
B00680,9798741137949,Rainbow Warriors,Shirley Bear Fedorak,Shirley Bear Fedorak,2021,Science Fiction; Young Adult; Fiction; Science; Nature,"Rainbow Warriors is the first book in the seven book ""what if"" dystopian series, Rainbow Warriors. This futuristic, coming-of-age series will take you on a fast-paced, action-packed adventure as First Children around the world race to escape the ravages of the post-apocalyptic surface world and reach the safe haven in Maniton.",https://covers.openlibrary.org/b/id/11552736-L.jpg
B00103,9781582017365,The Scarlet Plague,Jack London,Classic Publishers,2021,Science Fiction; Fiction; History; Science,"It is the year 2072, sixty years on from the scarlet plague that decimated the earth's population. As one of the few who knew life before the plague, James Howard Smith tries to impart what he knows to his grandsons while he still can. Jack London's visionary post-apocalyptic novel The Scarlet Plague was written in 1912.",https://covers.openlibrary.org/b/id/9377992-L.jpg
B00685,9781447299042,The Sea of Adventure,Enid Blyton,Macmillan Children's Books,2021,Mystery; Children; Fiction; Art,"A mysterious trip to the desolate Northern Isles soon turns into a terrifying adventure when Bill is kidnapped!Marooned far from the mainland on a deserted coast, Philip, Dinah, Lucy-Ann, Jack and Kiki the parrot find themselves playing a dangerous game with an unknown enemy. Will they escape with Bill and their lives?",https://covers.openlibrary.org/b/id/14596526-L.jpg
B00096,9780575602908,A Fall of Moondust,Arthur C. Clarke; Oliver Wyman,Vista,2022,Science Fiction; Fiction; Science,"An early Arthur C. Clarke novel that takes place on the Moon. The setting is a future in which the Moon has become a tourist destination, and one of the attractions is a huge dust bowl on which one can sightsee from a ""dust cruiser"". Then there's a serious accident...... This is an excellent hard SF adventure.",https://covers.openlibrary.org/b/id/2385598-L.jpg
B00361,9798789249291,Love Eternal,H. Rider Haggard,H. Rider Haggard,2022,Fantasy; Romance; Fiction,"More than thirty years ago two atoms of the eternal Energy sped forth from the heart of it which we call God, and incarnated themselves in the human shapes that were destined to hold them for a while, as vases hold perfumes, or goblets wine, or as sparks of everlasting radium inhabit the bowels of the rock.",https://covers.openlibrary.org/b/id/5839489-L.jpg
B00764,9798492889500,Free air,Sinclair Lewis,Sinclair Lewis,2022,Fiction,"Free Air heads toward a West that was brimming with possibilities for suddenly mobile Americans at the end of a world war. The vehicle in Lewis's novel, not a Model T but a Gomez-Dep roadster, takes Claire Boltwood and her father from Minnesota to Seattle, exposing them all to the perils of early motoring.",https://covers.openlibrary.org/b/id/6261477-L.jpg
B00691,9781447262824,The River of Adventure,Enid Blyton,Macmillan Children's Books,2021,Children; Fiction,"A river cruise through ancient desert lands will be an adventure in itself, think Philip, Dinah, Lucy-Ann, and Jack. An adventure it certainly is, especially when Bill disappears and the children, along with Kiki the parrot, are trapped beneath a forgotten temple where no one has set foot for 7,000 years.",https://covers.openlibrary.org/b/id/14603095-L.jpg
B00778,9781426425608,Among Malay Pirates,G. A. Henty,BiblioBazaar,2022,Historical Fiction; Children; Fiction,"""I wish most heartily that something would happen,"" Harry Parkhurst, a midshipman of some sixteen years of age, said to his chum, Dick Balderson, as they leaned on the rail of her majesty's gunboat Serpent, and looked gloomily at the turbid stream that rolled past the ship as she lay at anchor.",https://covers.openlibrary.org/b/id/5691512-L.jpg
B00314,9781847490797,Persuasion,Jane Austen,Oneworld Classics,2024,Romance; Fiction; Psychology,"Persuasion tells the love story of Anne Elliot and Captain Frederick Wentworth, whose sister rents Miss Elliot's father's house, after the Napoleonic Wars come to an end. The story is set in 1814. The book itself is Jane Austen's last published book, published posthumously in December of 1818.",https://covers.openlibrary.org/b/id/12824691-L.jpg
B00321,9780440328810,Giovanni's Room,James Baldwin,Dell,2024,Fiction; Psychology,"Considered an 'audacious' second novel, GIOVANNI'S ROOM is set in the 1950s Paris of American expatriates, liaisons, and violence. This now-classic story of a fated love triangle explores, with uncompromising clarity, the conflicts between desire, conventional morality and sexual identity.",https://covers.openlibrary.org/b/id/97395-L.jpg
B00083,9786098114041,Among Others,Jo Walton,manoknyga.lt,2025,Fantasy; Fiction,"Seeking refuge in fantasy novel worlds throughout a youth under the shadow of a dubiously sane half-brother who dabbled in magic, Mori Phelps is forced to confront her mother in a tragic battle and gains unwanted attention when she attempts to perform spells herself.",https://covers.openlibrary.org/b/id/6998632-L.jpg
B00608,9782330150044,Less,Andrew Sean Greer,ACTES SUD,2022,Fiction; Travel,"Receiving an invitation to his ex-boyfriend's wedding, Arthur, a failed novelist on the eve of his fiftieth birthday, embarks on an international journey that finds him falling in love, risking his life, reinventing himself, and making connections with the past.",https://covers.openlibrary.org/b/id/8596367-L.jpg
B00693,9798696445403,The Lost World,Arthur Conan Doyle,Arthur Conan Doyle,2023,Mystery; Fiction; Science; Travel,"Journalist Ed Malone is looking for an adventure, and that's exactly what he finds when he meets the eccentric Professor Challenger - an adventure that leads Malone and his three companions deep into the Amazon jungle, to a lost world where dinosaurs roam free.",https://covers.openlibrary.org/b/id/8231444-L.jpg
B00549,9781501277054,Galapagos,Kurt Vonnegut; Kurt Vonnegut; Chaim Tadmon,"Audible Studios on Brilliance, Audible Studios on Brilliance Audio",2025,Science Fiction; Fiction; Science,"Observed by a ghost of the Vietnam War for one million years, the descendants of survivors of a cruise to the Galapagos Archipielago prove Darwin's Theory of Evolution. The ghost of a shipbuilder tells the story of an ill-fated cruise to the Galapagos Islands.",https://covers.openlibrary.org/b/id/382381-L.jpg
B00300,9781548753405,Lorna Doone,R. D. Blackmore,CreateSpace Independent Publishing Platform,2024,Romance; Children; Fiction; History; Law,"This work is called a 'romance,' because the incidents, characters, time, and scenery, are alike romantic. And in shaping this old tale, the Writer neither dares, nor desires, to claim for it the dignity or cumber it with the difficulty of an historic novel.",https://covers.openlibrary.org/b/id/11673413-L.jpg
B00408,9781522713869,Doctor Grimshawe's Secret,Nathaniel Hawthorne,CreateSpace Independent Publishing Platform,2023,Fiction,"A story involving the narrator, an archetypal mad scientist, a lovely young woman, and a sexy maid creates a real science-fiction type romance. A New England setting and a Gothic theme give the novel a feeling of completeness, despite its lack of a true end.",https://covers.openlibrary.org/b/id/10223441-L.jpg
B00090,9780553029833,Search the Sky,Frederik Pohl; Cyril M. Kornbluth; Cyril M. Kornbluth,Bantam Books,2023,Science Fiction; Fiction; Science,"""How would you like to live in a future world where Congress is made up of senators from large orporations? Mitch Courtenay, ace copywirter for Copysmith StarClass is given the job of convincing people that they ought to emigrate to Venus.""--Book jacket.",https://covers.openlibrary.org/b/id/7134582-L.jpg
B00281,9781987524727,The Moonstone,Wilkie Collins,CreateSpace Independent Publishing Platform,2025,Mystery; Fiction; History,"One of the first English detective novels, this mystery involves the disappearance of a valuable diamond, originally stolen from a Hindu idol, given to a young woman on her eighteenth birthday, and then stolen again. A classic of 19th-century literature.",https://covers.openlibrary.org/b/id/8237041-L.jpg
B00681,9781444959482,Adventures of the Wishing-chair,Enid Blyton,Hachette Children's Group,2021,Fantasy; Children; Fiction,"Once Mollie and Peter have discovered the Wishing-Chair, their lives are full of adventure. It takes them to all sorts of magical places, from the giant's castle where they rescue Chinky the Pixie, to the amazing party at Magician Greatheart's castle.",https://covers.openlibrary.org/b/id/14585887-L.jpg
B00692,9780681105201,The Life and Adventures of Nicholas Nickleby,Charles Dickens,Longmeadow Press,2022,Fiction,"Nicholas Nickleby is left responsible for his mother and sister when his father dies. The novel follows his attempt to succeed in supporting them, despite his uncle Ralph's antagonistic lack of belief in him. It is one of Dickens' early comic novels.",https://covers.openlibrary.org/b/id/9283905-L.jpg
B00356,9781538058312,The Mysteries of Udolpho,Ann Radcliffe,Barnes & Noble Press,2022,Fiction,"The Mysteries of Udolpho (1794) is the archetypal Gothic novel. A young woman, Emily St. Aubert, suffers the death of her father, followed by worsening physical and psychological death, mirrored in a landscape of crumbling castles and emotive Alps.",https://covers.openlibrary.org/b/id/118207-L.jpg
B00271,9788417347024,Contact,Carl Sagan,Nova,2023,Science Fiction; Fiction; Science; Travel,"In December, 1999, a multinational team journeys out to the stars, to the most awesome encounter in human history. Who -- or what -- is out there? In Cosmos, Carl Sagan explained the universe. In Contact, he predicts its future -- and our own.",https://covers.openlibrary.org/b/id/4143957-L.jpg
B00178,9782702413913,N or M?,Agatha Christie,Librairie des Champs-Elysées,2024,Mystery; Fiction; History,"This novel, set during World War II, sees Tommy and Tuppence Beresford appointed as spies by the intelligence service. Their mission: to seek out the Nazis in disguise, a man and a woman from among the colourful guests at a seaside hotel.",https://covers.openlibrary.org/b/id/14589804-L.jpg
B00675,9783423707619,The Castle of Adventure,Enid Blyton,Deutscher Taschenbuch Verlag,2022,Children; Fiction,"Lucy-Ann, Jack, Dinah, and Philip spend the holidays in a cottage near a strange, deserted castle, and find themselves in the midst of another adventure, involving a torch flashing at night and men at work in the depths of the castle.",https://covers.openlibrary.org/b/id/14596540-L.jpg
B00776,9781616555511,Star wars,Jeremy Barlow; W. Haden Blackman; Thomas Andrews,Dark Horse Books,2022,Science Fiction; Children; Fiction; Science; Art,"Saesee Tiin steals a secret Separatist starfighter; Ki-Adi-Mundi and Nivi-Anu rescue an army of clone troopers; clone commandos battle in the clouds of a gas planet; and, Plo Koon and Kit Fisto get trapped in an underwater prison.",https://covers.openlibrary.org/b/id/869518-L.jpg
B00124,9798698979470,Whose Body?,Dorothy L. Sayers,Dorothy L. Sayers,2022,Mystery; Fiction,"The first of the Lord Peter Wimsey mysteries, in which the suave and witty gentleman foregoes a rare-book auction to investigate the presence of a bespectacled nude body in an architect's bathtub near the Wimsey's Denver estate",https://covers.openlibrary.org/b/id/8311819-L.jpg
B00678,9780330243209,The Valley of Adventure,Enid Blyton,Piccolo Books,2021,Children; Fiction,"Dinah, Philip, Jack and Lucy-Ann get on the wrong plane at an airport, and are embarked on another adventure, in a deserted valley surrounded by high mountains, where the men from the plane seem to be hunting a treasure.",https://covers.openlibrary.org/b/id/14596582-L.jpg
B00474,9782749118383,Indianischer Winter,William Kent Krueger; Philippe Aronson,Le Cherche-Midi,2021,Mystery; Fiction,A hated judge is found dead in suspicious circumstances in a town in Minnesota with an Indian casino and a young Ojibwa Indian leaves home in a hurry. Former sheriff Cork O'Connor investigates if there is a connection.,https://covers.openlibrary.org/b/id/3198033-L.jpg
B00761,9780448137018,The adventures of Buster Bear,Thornton W. Burgess; Maddie Frost; Harrison Cady,Grosset & Dunlap,2022,Children; Fiction,"The other animals are frightened when Buster Bear comes to live in the Green Forest, until he gets into trouble trying to steal blueberries from Farmer Brown's boy and they realize he is not very different from them.",https://covers.openlibrary.org/b/id/311304-L.jpg
B00214,9781429928403,Red bones,Ann Cleeves,St. Martin's Press,2021,Mystery; Thriller; Fiction,"In the aftermath of a young archaeologist's discovery of human remains that may be modern, Jimmy Perez is called in to investigate a case that is further complicated by the subsequent murder of an elderly woman.",https://covers.openlibrary.org/b/id/6598083-L.jpg
B00665,9781579821692,The Adventures of Captain Underpants,Dav Pilkey,MerryMakers,2023,Science Fiction; Children; Fiction; Science; Art,"When George and Harold hypnotize their principal into thinking that he is the superhero Captain Underpants, he leads them to the lair of the nefarious Dr. Diaper, where they must defeat his evil robot henchmen.",https://covers.openlibrary.org/b/id/12625278-L.jpg
